DrugID;TradeNmR;InnR;PackNx;DosageR;PackQn;Pack;DrugFmNmRS;Segment;Year;Month;Series;TotDrugQn;MnfPrice;PrcPrice;RtlPrice;Funds;VendorID;Remark;SrcOrg;EAN;MaxMnfPrice;ExpiTermR;ClNm;MnfNm;PckNm;RegNr;RegDate
19433;Аскорбиновая кислота;Аскорбиновая кислота;852209;100 мг/мл;10;2 мл, ампула  (10);раствор для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;25.790000;1.5 года;Биосинтез ОАО;Биосинтез ОАО;Биосинтез ОАО;ЛС-001815;28.07.2006 0:00
19446;Новокаин;Прокаин;850983;5 мг/мл;1;200 мл, бутылка для крови и инфузионных растворов 250 мл;раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;19.280000;3 года;Биосинтез ОАО;Биосинтез ОАО;Биосинтез ОАО;Р N000353/02-2001;16.10.2008 0:00
19493;Митотакс;Паклитаксел;805103;6 мг/мл;1;5 мл, флакон ;концентрат для приготовления раствора для инфузий;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;1586.510000;2 года;Д-р Редди'с Лабораторис Лтд;Д-р Редди'с Лабораторис Лтд;Д-р Редди'с Лабораторис Лтд;П N013321/02;22.10.2007 0:00
19506;Галоперидол;Галоперидол;637509;1.5 мг;50;25 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;6,00E+12;30.760000;5 лет;Гедеон Рихтер АО;Гедеон Рихтер АО;Гедеон Рихтер АО;П N013574/01;16.06.2006 0:00
19530;Дигоксин;Дигоксин;500899;0.25 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;21.820000;2 года;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;Ирбитский химико-фармацевтический завод ОАО;ЛС-000129;08.04.2005 0:00
19547;Акатинол Мемантин;Мемантин;702579;10 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,01E+12;1457.800000;4 года;Мерц Фарма ГмбХ и Ко.КГаА;Мерц Фарма ГмбХ и Ко.КГаА;Мерц Фарма ГмбХ и Ко.КГаА;П N014961/01;28.03.2008 0:00
19549;Зинацеф;Цефуроксим;880981;1.5 г;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,02E+12;193.460000;2 года после приготовления - 5 ч (при температуре ниже 25 град.), 2 сут (в холодильнике);ГлаксоСмитКляйн СпА;ГлаксоСмитКляйн СпА;ГлаксоСмитКляйн СпА;П N015538/01;15.05.2009 0:00
19588;Тимолол-МЭЗ;Тимолол;876709;2.5 мг/мл;5;1.5 мл, тюбик-капельница полимерный (5);капли глазные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;14.590000;2 года;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;Московский эндокринный завод ФГУП;ЛС-002359;15.12.2006 0:00
19610;Вода для инъекций;Вода;569725;~;10;2 мл, ампула  (10);растворитель для приготовления лекарственных форм для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;9.160000;4 года;Дальхимфарм ОАО;Дальхимфарм ОАО;Дальхимфарм ОАО;Р N003973/01;26.01.2010 0:00
19623;Простерид;Финастерид;703823;5 мг;14;14 шт., упаковка контурная ячейковая , пачка картонная;таблетка покрытая пленочной оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;6,00E+12;287.970000;3 года;Гедеон Рихтер АО;Гедеон Рихтер АО;Гедеон Рихтер АО;П N014558/01;15.08.2007 0:00
19634;Тизанил;Тизанидин;644950;2 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;50.790000;3 года;Симпекс Фарма Пвт.Лтд;Симпекс Фарма Пвт.Лтд;Симпекс Фарма Пвт.Лтд;ЛС-000831;07.10.2005 0:00
19647;Натрия тиосульфат;Натрия тиосульфат;781127;300 мг/мл;10;10 мл, ампула  (10);раствор для внутривенного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;68.690000;5 лет;Эском НПК ОАО [г.Ставрополь];Эском НПК ОАО [г.Ставрополь];Эском НПК ОАО [г.Ставрополь];ЛСР-005204/09;29.06.2009 0:00
19656;Таллитон;Карведилол;773437;12.5 мг;14;14 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;6,00E+12;171.150000;3 года - блистеры 5 лет - флаконы;Эгис Фармацевтический завод АО;Эгис Фармацевтический завод АО;Эгис Фармацевтический завод АО;П N015970/01;26.08.2009 0:00
19686;Новокаин;Прокаин;855718;0.5%;1;200 мл, бутылка для крови и инфузионных растворов;раствор для инъекций;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;21.370000;3 года;Биохимик ОАО;Биохимик ОАО;Биохимик ОАО;Р N001206/01-2002;04.12.2008 0:00
19709;Феноксиметилпенициллин;Феноксиметилпенициллин;566757;250 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;23.540000;4 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;ЛС-000139;11.02.2010 0:00
19722;Торендо Ку-таб;Рисперидон;680871;2 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка для рассасывания;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;3,84E+12;1052.700000;2 года;КРКА д.д., Ново место;КРКА д.д., Ново место;КРКА д.д., Ново место;ЛС-002602;29.12.2006 0:00
19731;Винпоцетин;Винпоцетин;798042;5 мг;50;10 шт., упаковка контурная ячейковая  (5), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,81E+12;45.000000;2 года;Лекфарм СООО;Лекфарм СООО;Лекфарм СООО;ЛСР-009342/09;19.11.2009 0:00
19748;Диклофенак-лонг;Диклофенак;757002;0.1%;1;5 мл, флакон-капельница полимерная;капли глазные;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;64.800000;4 года после вскрытия - 1 мес;Фирн М ЗАО;Фирн М ЗАО;Фирн М ЗАО;ЛС-000149;24.06.2009 0:00
19764;Цефепим-Аджио;Цефепим;676445;500 мг;1;флакон , пачка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;8,90E+12;235.420000;2 года;Аджио Фармацевтикалз Лтд;Аджио Фармацевтикалз Лтд;Аджио Фармацевтикалз Лтд;ЛСР-010038/09;09.12.2009 0:00
19770;Флемоксин Солютаб;Амоксициллин;707864;250 мг;20;5 шт., упаковка контурная ячейковая  (4), пачка картонная;таблетка диспергируемая;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;170.000000;5 лет;Астеллас Фарма Юроп БВ;Астеллас Фарма Юроп БВ;Астеллас Фарма Юроп БВ;ЛС-001852;11.08.2006 0:00
19778;Кориол;Карведилол;695617;12.5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;3,84E+12;269.440000;5 лет;КРКА д.д., Ново место;КРКА д.д., Ново место;КРКА д.д., Ново место;П N014037/01;21.11.2007 0:00
19791;Ампициллин;Ампициллин;850729;1 г;50;флакон  (50), коробка картонная;порошок для приготовления раствора для внутривенного и внутримышечного введения;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;403.070000;2 года;Синтез ОАО;Синтез ОАО;Синтез ОАО;Р N000068/04;25.05.2009 0:00
19800;Лоратадин;Лоратадин;517132;10 мг;10;10 шт., упаковка контурная ячейковая , пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;23.680000;2 года;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;Р N003812/01;02.10.2009 0:00
19803;Индапамид;Индапамид;685925;1.5 мг;30;10 шт., упаковка контурная ячейковая  (3), пачка картонная;таблетка с модифицированным высвобождением покрытая оболочкой;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,61E+12;57.020000;2 года;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЗиО-Здоровье ЗАО;ЛСР-001966/07;07.08.2007 0:00
19808;Дротаверин;Дротаверин;834306;40 мг;20;10 шт., упаковка контурная ячейковая  (2), пачка картонная;таблетка;;2014;6;;0.00;0.00;0.00;0.00;0.00;;;;4,60E+12;6.470000;3 года;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;Мосхимфармпрепараты им.Н.А.Семашко ОАО;ЛС-001440;11.08.2006 0:00
